City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
112,berdigestyakh,62.0989,126.6992,-9.7,77,96,3.72,RU,1680058724
113,pahrump,36.2083,-115.9839,16.25,18,47,3.13,US,1680058724
114,flin flon,54.7682,-101.865,-13.67,97,99,2.47,CA,1680058725
115,nicoya,10.1483,-85.452,25.69,70,10,4.3,CR,1680058570
116,iskitim,54.6366,83.3045,2.83,97,100,4.84,RU,1680058725
117,thompson,55.7435,-97.8558,-12.91,72,100,6.17,CA,1680058496
118,terrace,54.5163,-128.6035,12.95,22,20,2.57,CA,1680058726
119,goderich,43.7501,-81.7165,4.18,52,49,4.12,CA,1680058726
120,matara,5.9485,80.5353,27.5,75,81,1.74,LK,1680058726
121,gorokhovets,56.1947,42.7003,2.3,91,96,6.2,RU,1680058727
122,ishigaki,24.3448,124.1572,25.07,73,75,6.69,JP,1680058727
123,lac du bonnet,50.2536,-96.0612,-14.51,95,90,3.04,CA,1680058727
124,inhambane,-23.865,35.3833,19.51,71,1,2.11,MZ,1680058728
125,mar del plata,-38.0023,-57.5575,24.49,69,0,5.14,AR,1680058728
126,praia da vitoria,38.7333,-27.0667,14.86,76,20,10.05,PT,1680058728
127,kathmandu,27.7167,85.3167,15.12,63,40,1.03,NP,1680058100
128,ponta do sol,32.6667,-17.1,22.85,21,29,2.67,PT,1680058729
129,eureka,40.8021,-124.1637,7.33,87,100,3.58,US,1680058729
130,port blair,11.6667,92.75,29.02,74,20,1.54,IN,1680058519
131,carmen,18.6333,-91.8333,28.02,83,75,5.14,MX,1680058730
132,nortelandia,-14.4547,-56.8028,23.05,91,21,1.08,BR,1680058730
133,lincoln,40.8,-96.667,6.68,52,8,0.45,US,1680058567
134,ostrovnoy,68.0531,39.5131,-13.33,98,96,2.08,RU,1680058730
135,talnakh,69.4865,88.3972,-24.48,96,66,2.85,RU,1680058731
136,arraial do cabo,-22.9661,-42.0278,22.98,94,0,1.54,BR,1680058731
137,doha,25.2867,51.5333,21.99,60,0,5.66,QA,1680058732
138,milyutinskaya,48.6279,41.6679,9.55,91,100,3.99,RU,1680058732
139,ilhabela,-23.7781,-45.3581,23.85,90,100,3.17,BR,1680058732
140,bara,10.3744,10.7288,22.62,16,94,3.35,NG,1680058339
141,mnogovershinnyy,53.9353,139.9242,0.28,96,32,2.97,RU,1680058733
142,santander,43.4647,-3.8044,22.62,28,0,3.09,ES,1680058733
143,roebourne,-20.7833,117.1333,28.44,69,100,2.71,AU,1680058734
144,keflavik,64.0049,-22.5624,0.95,93,100,11.32,IS,1680058734
145,los llanos de aridane,28.6585,-17.9182,15.86,88,0,3.6,ES,1680058734
146,narsaq,60.9167,-46.05,-11.86,64,16,4.37,GL,1680058735
